ist	ziel	art	fundort	welle	bemerkung
registriereMediaRouten	registerMediaRoutes	export-funktion	server/src/routes/media.ts	2	§6.4
registriereNewsletterRouten	registerNewsletterRoutes	export-funktion	server/src/routes/newsletter.ts	2	§6.4
registrierePushRouten	registerPushRoutes	export-funktion	server/src/routes/push.ts	2	§6.4
registriereRueckmeldungsRouten	registerFeedbackRoutes	export-funktion	server/src/routes/rueckmeldungen.ts	2	feedback (§6.4)
registriereSeitenRouten	registerPageRoutes	export-funktion	server/src/routes/seiten.ts	2	Datei routes/pages.ts (§6.6); /@handle, /tour/:id, Sitemaps
registriereTourRouten	registerTourRoutes	export-funktion	server/src/routes/tours.ts	2	§6.4
registriereTrackerRouten	registerTrackerRoutes	export-funktion	server/src/routes/tracker.ts	2	§6.4
registriereTrackerWebhookRouten	registerTrackerWebhookRoutes	export-funktion	server/src/routes/tracker-webhooks.ts	2	§6.4; anmeldefreie Webhooks
registriereWartelistenRouten	registerWaitlistRoutes	export-funktion	server/src/routes/warteliste.ts	2	§6.4
reichereAn	enrichTour	export-funktion	server/src/pipeline/enrich.ts	2	VORSCHLAG: Objekt im Namen wie processTour; der Render Rohdaten+Overlay→Tour-JSON
rendereMail	renderMail	export-funktion	server/src/maillayout.ts	2	rendert zur multipart-Mail
rueckkehrUrl	returnUrl	export-funktion	server/src/routes/tracker.ts	2	OAuth-Redirect-URL
sammleEintraege	collectEntries	export-funktion	server/src/exportlauf.ts	2	alle ZIP-Einträge (Daten + Medien)
sammleKonto	collectAccount	export-funktion	server/src/exportlauf.ts	2	sammle→collect
sammleTouren	collectTours	export-funktion	server/src/exportlauf.ts	2	dito
saubereKontext	cleanContext	export-funktion	server/src/routes/rueckmeldungen.ts	2	Whitelist-Filter; kontext→context
schnittVideoDateiname	cutVideoFilename	export-funktion	server/src/pipeline/video.ts	2	Schnitt→cut (wie videoCutSignature)
setzeMeta	setMeta	export-funktion	server/src/seiten.ts	2	ersetzt den Block zwischen den Markern
setzeWerteEin	fillPlaceholders	export-funktion	server/src/maillayout.ts	2	VORSCHLAG: nach Wirkung; Paar zu findPlaceholders
speicherAufteilung	storageBreakdown	export-funktion	server/src/quota.ts	2	VORSCHLAG: dito; eigene Route, nicht /auth/me
standardTitelbild	defaultBanner	export-funktion	server/src/titelbilder.ts	2	deterministisch aus dem Handle
starteVerarbeitung	startProcessing	export-funktion	server/src/routes/tours.ts	2	processing (§4.2); stößt Re-Render an
startZeitpunkt	startTime	export-funktion	server/src/tracker/provider/polar.ts	2	Polar-Lokalzeit + Versatz→ISO
tempoVerlaufKmh	speedProfileKmh	export-funktion	server/src/pipeline/tempo.ts	2	VORSCHLAG: reales Tempo→speed; Verlauf→profile; Rolling-Median je Punkt
testRaster	testGrid	export-funktion	server/src/pipeline/weather.ts	2	VORSCHLAG: grid wie HourlyGrid; Hilfsraster für Tests
testSignatur	testSignature	export-funktion	server/src/tracker/testprovider.ts	2	Webhook-Signatur des Test-Anbieters
thumbDateiname	thumbFilename	export-funktion	server/src/pipeline/bild.ts	2	mN.t480.jpg
titelbildUrl	bannerUrl	export-funktion	server/src/profilfelder.ts	2	§6.7 (Grundstock api-feld titelbildUrl→bannerUrl)
titleZuHtml	titleToHtml	export-funktion	server/src/pipeline/naming.ts	2	zu→to
tourOrdner	tourFolder	export-funktion	server/src/exportinhalt.ts	2	Ordner→folder (einheitlich); Ordnername im ZIP
trageBildfassungenNach	backfillImageVariants	export-funktion	server/src/pipeline/bildnachtrag.ts	2	VORSCHLAG: backfill; imageVariant (§6.4); Start-Durchlauf für Alttouren
trageTitelbilderNach	backfillCovers	export-funktion	server/src/pipeline/cover.ts	2	VORSCHLAG: backfill; Tour-Titelbild→cover (§6.1)
trenneGehabschnitte	splitWalkSegments	export-funktion	server/src/pipeline/tempo.ts	2	walkSegment (§6.4); trenne→split (wie splitForDisplay)
trenneGehabschnitteInSegmenten	splitWalkSegmentsInSegments	export-funktion	server/src/pipeline/tempo.ts	2	VORSCHLAG: Name doppelt Segment, ggf. splitWalkSegmentsAll; dasselbe über alle Segmente
trimSignatur	trimSignature	export-funktion	server/src/pipeline/anreicherung.ts	2	wie JSON-Feld (Grundstock, Welle 1); Signaturen werden neu berechnet (§4.3)
umgebungsBox	boundingBox	export-funktion	server/src/pipeline/schienen.ts	2	VORSCHLAG: Zweck (Bounding-Box der Tour) statt wörtlich surroundingBox
vereinfacheIndizes	simplifyIndices	export-funktion	server/src/pipeline/geo.ts	2	zu behaltende Punkt-Indizes
vereinfacheSegment	simplifySegment	export-funktion	server/src/pipeline/geo.ts	2	Douglas-Peucker
verfeinereWetterMitFotos	refineWeatherWithPhotos	export-funktion	server/src/pipeline/vision.ts	2	Wetter-Verfeinerung per Fotoanalyse
verfuegbareMedien	availableMedia	export-funktion	server/src/routes/tours.ts	2	DIE Filterstelle (Tombstones, Angekündigtes)
vergibFehlendeHandles	assignMissingHandles	export-funktion	server/src/db.ts	2	VORSCHLAG: vergeben→assign; Migrationshelfer für Altkonten
verschluessele	encrypt	export-funktion	server/src/tracker/krypto.ts	2	AES-256-GCM der Provider-Tokens
videoSchnittSignatur	videoCutSignature	export-funktion	server/src/pipeline/anreicherung.ts	2	dito; Schnitt→cut
vorlage	getTemplate	export-funktion	server/src/mailvorlagen.ts	2	VORSCHLAG: verb-first; get für In-Memory-Katalog, load bleibt DB/Datei (§6.0)
waehleMusik	chooseMusic	export-funktion	server/src/pipeline/musikwahl.ts	2	VORSCHLAG: choose (wie chooseCover)
wartelisteAngeboten	waitlistOffered	export-funktion	server/src/auth/warteliste.ts	2	waitlist §6.2; entscheidet aus drei Schaltern
webVideoDateiname	webVideoFilename	export-funktion	server/src/pipeline/video.ts	2	mN.web.mp4
weichtAb	differs	export-funktion	server/src/mailvorlagen.ts	2	VORSCHLAG: Boolean-Verbform; ob zwei Fassungen inhaltlich verschieden sind
wendeEditsAufSegmenteAn	applyEditsToSegments	export-funktion	server/src/pipeline/edits.ts	2	Trim + Modi in einem Schritt
wendeMedienEditsAn	applyMediaEdits	export-funktion	server/src/pipeline/edits.ts	2	Titel, Anker, Löschung
wendeModiAn	applyTravelModes	export-funktion	server/src/pipeline/edits.ts	2	travelMode (§6.1); Modus-Grenzen des Overlays
wendeTrimAn	applyTourTrim	export-funktion	server/src/pipeline/edits.ts	2	anwenden→apply; tourTrim (§6.3, Strecken-Trim des Overlays)
wetterAusOverlay	weatherFromOverlay	export-funktion	server/src/pipeline/weather.ts	2	edits.wetter statt Auto-Wetter
wetterZuGrenzen	weatherToBoundaries	export-funktion	server/src/pipeline/weather.ts	2	Grenze→boundary (Grundstock); Keyframes→Grenzen fürs Studio
wmoZuWetter	wmoToWeather	export-funktion	server/src/pipeline/weather.ts	2	WMO-Code→Modus und Stärke
zeitBeiFilm	recordingTimeAtFilmTime	export-funktion	server/src/pipeline/filmachse.ts	2	ENTSCHIEDEN 2026-08-20 (Abnahme): Gegenstück, dito
zeitZurPosition	timeAtPosition	export-funktion	server/src/pipeline/zeit.ts	2	VORSCHLAG: Gegenstück
zuGpx	toGpx	export-funktion	server/src/tracker/normalisierer.ts	2	RohTrack→GPX-Text
zuHandle	toHandle	export-funktion	server/src/handle.ts	2	zu→to (wie offsetToIso, Grundstock)
AuthDienst	AuthService	export-klasse	server/src/auth/auth.ts	2	VORSCHLAG: Dienst→Service (projektweit einheitlich)
EinladungsDienst	InvitationService	export-klasse	server/src/auth/einladungen.ts	2	VORSCHLAG: Dienst→Service
EmailVergebenFehler	EmailTakenError	export-klasse	server/src/auth/auth.ts	2	VORSCHLAG: vergeben→taken; Fehlerklasse→Error
ExportDienst	DataExportService	export-klasse	server/src/export.ts	2	VORSCHLAG: Dienst→Service; dataExport (§6.1, Datei data-export.ts)
FakeBildWerkzeug	FakeImageTool	export-klasse	server/src/pipeline/bild.ts	2	Test-Fassung ohne ffmpeg
FakeVideoWerkzeug	FakeVideoTool	export-klasse	server/src/pipeline/video.ts	2	Test-Fassung ohne ffmpeg
FesterGeocoder	FixedGeocoder	export-klasse	server/src/pipeline/naming.ts	2	fest→fixed (alle Test-Fassungen einheitlich)
FesterKlassifikator	FixedClassifier	export-klasse	server/src/pipeline/vision.ts	2	fest→fixed; Test-Fassung mit festen Befunden
FesteSchienen	FixedRails	export-klasse	server/src/pipeline/schienen.ts	2	fest→fixed; Test-Fassung
FesteWetterQuelle	FixedWeatherSource	export-klasse	server/src/pipeline/weather.ts	2	Test-Fassung mit festem Wetter
FfmpegBildWerkzeug	FfmpegImageTool	export-klasse	server/src/pipeline/bild.ts	2	echte Bildverarbeitung über ffmpeg
FfmpegWerkzeug	FfmpegVideoTool	export-klasse	server/src/pipeline/video.ts	2	VORSCHLAG: Video eingefügt zur Abgrenzung von FfmpegImageTool
KonsoleMail	ConsoleMail	export-klasse	server/src/mail.ts	2	Dev-Versand ins Log
KonsolePush	ConsolePush	export-klasse	server/src/push.ts	2	Dev-Versand loggt
MailVorlagenDienst	MailTemplateService	export-klasse	server/src/mailvorlagen.ts	2	VORSCHLAG: Dienst→Service
NewsletterDienst	NewsletterService	export-klasse	server/src/newsletter.ts	2	VORSCHLAG: Dienst→Service
OhneRouteFehler	NoRouteError	export-klasse	server/src/tracker/vertrag.ts, server/src/tracker/touranleger.ts	2	Aktivität ohne GPS; Re-Export im Touranleger geht mit
OpenMeteoQuelle	OpenMeteoSource	export-klasse	server/src/pipeline/weather.ts	2	echte Archiv-Abfrage
OpenRouterKlassifikator	OpenRouterClassifier	export-klasse	server/src/pipeline/vision.ts	2	echte Bildanalyse über OpenRouter
OverpassSchienen	OverpassRails	export-klasse	server/src/pipeline/schienen.ts	2	echte Gleis-Abfrage via Overpass/OSM
Protokoll	AuditLog	export-klasse	server/src/protokoll.ts	2	Ringpuffer für die Verwaltung
PushDienst	PushService	export-klasse	server/src/push.ts	2	VORSCHLAG: Dienst→Service
QuotaFehler	QuotaError	export-klasse	server/src/tracker/touranleger.ts	2	Speicher des Kontos voll
RueckmeldungsDienst	FeedbackService	export-klasse	server/src/rueckmeldungen.ts	2	VORSCHLAG: Dienst→Service
SeitenQuelle	PageSource	export-klasse	server/src/seiten.ts	2	holt gebaute Seiten über Nginx, 5 min Cache
TokensUngueltigFehler	InvalidTokensError	export-klasse	server/src/tracker/vertrag.ts	2	VORSCHLAG: Adjektiv voran (englische Wortstellung)
TrackerDienst	TrackerService	export-klasse	server/src/tracker/tracker.ts	2	VORSCHLAG: Dienst→Service
WartelistenDienst	WaitlistService	export-klasse	server/src/auth/warteliste.ts	2	VORSCHLAG: Dienst→Service
ZuGrossFehler	TooLargeError	export-klasse	server/src/storage.ts	2	Upload über Limit
ZuKleinFehler	TooSmallError	export-klasse	server/src/tracker/vertrag.ts, server/src/tracker/touranleger.ts	2	unter den Mindestschwellen; Re-Export geht mit
ANBIETER	PROVIDERS	export-konstante	server/src/tracker/vertrag.ts	2	Werte bleiben englisch
ANBIETER_NAMEN	PROVIDER_NAMES	export-konstante	server/src/tracker/vertrag.ts	2	Anzeigenamen sind Produkttext und bleiben
ANREICHERUNG_PFAD	ENRICHMENT_PATH	export-konstante	server/src/routes/tours.ts	2	Datei anreicherung.json→enrichment.json in Welle 1 (Grundstock)
ANREICHERUNG_SCHEMA_ID	ENRICHMENT_SCHEMA_ID	export-konstante	server/src/pipeline/anreicherung.ts	2	enrichment (§6.4); der WERT wird maptale/enrichment@2 in Welle 1 (Grundstock)
ANZEIGE_KANTE	DISPLAY_EDGE	export-konstante	server/src/pipeline/bild.ts	2	Anzeige→display (wie DisplaySegment); längste Kante 1920
ARCHIV_DATEI	ARCHIVE_FILE	export-konstante	server/src/export.ts	2	Dateiname des Export-ZIPs
AUDIO_DATEI_PATTERN	AUDIO_FILE_PATTERN	export-konstante	server/src/schema/edits.ts	2	Datei→file
AUTO_MUSIK	AUTO_MUSIC	export-konstante	server/src/pipeline/musikwahl.ts	2	Katalog der Auto-Musik; Dateinamen mus-* bleiben (§3.4)
BASIS_TEMPO_MS	BASE_TEMPO_MS	export-konstante	server/src/pipeline/filmtempo.ts	2	basis→base; welle unsicher: Spiegel-Konstante des Web-Zwillings, ggf. Welle 5 wie TRAVEL_MODE_TEMPO (Grundstock)
BIBLIOTHEK_ORDNER	LIBRARY_FOLDER	export-konstante	server/src/routes/bibliothek.ts	2	Bezeichner; der Ordnername auf Platte ist Datenbestand und wandert nur mit einer Migration
EDITS_PFAD	EDITS_PATH	export-konstante	server/src/routes/tours.ts	2	edits.json
EINWILLIGUNGSTEXTE	CONSENT_TEXTS	export-konstante	server/src/newsletter.ts	2	Wortlaut bleibt deutsch; Drift-Wächter zur UI liest mit
FRIST_EINGELADEN_TAGE	INVITED_RETENTION_DAYS	export-konstante	server/src/auth/warteliste.ts	2	VORSCHLAG: retention wie oben; Frist nach Code-Versand
FRIST_ERLEDIGT_TAGE	DONE_RETENTION_DAYS	export-konstante	server/src/rueckmeldungen.ts	2	VORSCHLAG: Löschfrist→retention; erledigt→done (§4.2); 180 Tage
FRIST_OFFEN_TAGE	OPEN_RETENTION_DAYS	export-konstante	server/src/rueckmeldungen.ts	2	VORSCHLAG: dito; 540 Tage
FRIST_STUNDEN	EXPIRY_HOURS	export-konstante	server/src/export.ts	2	VORSCHLAG: Linkgültigkeit→expiry (expiresAt-Muster §6.2); Mail-Platzhalter {{frist}}→{{deadline}} ist eigene Zeile
FRIST_UNBESTAETIGT_TAGE	UNCONFIRMED_RETENTION_DAYS	export-konstante	server/src/auth/warteliste.ts	2	VORSCHLAG: Löschfrist→retention (deadline ist die Mail-Frist, Grundstock)
FRIST_WARTEND_TAGE	PENDING_RETENTION_DAYS	export-konstante	server/src/auth/warteliste.ts	2	VORSCHLAG: wartend→pending wie §4.2
GUELTIG_TAGE_STANDARD	DEFAULT_VALID_DAYS	export-konstante	server/src/auth/einladungen.ts	2	VORSCHLAG: standard→default (§6.9), vorangestellt; Standard-Gültigkeit eines Codes
HALT_AUSBLEND_S	STOP_FADE_OUT_S	export-konstante	server/src/pipeline/filmtempo.ts	2	ENTSCHIEDEN 2026-08-20 (Abnahme): Ausblenden→fade; welle unsicher wie BASE_TEMPO_MS
HALT_ENGINE_S	STOP_ENGINE_S	export-konstante	server/src/pipeline/filmtempo.ts	2	Halt→stop; inhaltlich eine Standzeit (holdS-Umfeld); welle unsicher wie BASE_TEMPO_MS
HANDLE_REGELN	HANDLE_PATTERN	export-konstante	server/src/handle.ts	2	VORSCHLAG: Regex→PATTERN (wie AUDIO_DATEI_PATTERN); Spiegel src/handle.ts muss wortgleich mit (Welle 6)
HANDLE_TEXTE	HANDLE_ERROR_TEXTS	export-konstante	server/src/handle.ts	2	ENTSCHIEDEN 2026-08-20 (Abnahme): Fehlertexte bleiben deutsch (Produkttext)
ISO_ZEIT_MAXLAENGE	ISO_TIME_MAX_LENGTH	export-konstante	server/src/schema/upload.ts	2	Maximallänge Zeitstempel
ISO_ZEIT_PATTERN	ISO_TIME_PATTERN	export-konstante	server/src/schema/upload.ts	2	Regex im Schema
KOLLAPS_MIN_REST_M	COLLAPSE_MIN_REMAINDER_M	export-konstante	server/src/pipeline/zeit.ts	2	VORSCHLAG: Rest→remainder (REST läse sich als Ruhe); Mindest-Reststrecke
MANIFEST_PFAD	MANIFEST_PATH	export-konstante	server/src/routes/tours.ts	2	original/manifest.json
MARKE_AUF	MARKER_OPEN	export-konstante	server/src/seiten.ts	2	öffnender Meta-Marker; der Marker-TEXT in den gebauten Seiten ist eigener Vertrag
MARKE_ZU	MARKER_CLOSE	export-konstante	server/src/seiten.ts	2	schließender Meta-Marker
MAX_MEDIEN_PRO_TOUR	MAX_MEDIA_PER_TOUR	export-konstante	server/src/schema/upload.ts	2	Obergrenze 500
MAX_PUNKTE	MAX_POINTS	export-konstante	server/src/tracker/normalisierer.ts	2	Obergrenze Trackpunkte eines Imports
MAX_VERSUCHE	MAX_ATTEMPTS	export-konstante	server/src/tracker/tracker.ts	2	versuche→attempts (§6.8); Deckel 3
MIN_DAUER_S	MIN_DURATION_S	export-konstante	server/src/tracker/touranleger.ts	2	120 s
MIN_STRECKE_M	MIN_DISTANCE_M	export-konstante	server/src/tracker/touranleger.ts	2	Strecke→distance (§6.3a); 100 m
MOMENT_ARTEN	CAMERA_MOMENT_KINDS	export-konstante	server/src/schema/edits.ts	2	nach CameraMomentKind (Grundstock); Werte orbit/ascend/linger gehen in Welle 1
nachreichenJsonSchema	addMediaJsonSchema	export-konstante	server/src/schema/upload.ts	2	addMedia (§6.3)
NAHE_M	NEAR_M	export-konstante	server/src/pipeline/filmtempo.ts	2	nah→near (§6.9); Gruppierabstand 120 m; welle unsicher wie BASE_TEMPO_MS
RAMPE_MAX_FILM_S	RAMP_MAX_FILM_S	export-konstante	server/src/pipeline/zeit.ts	2	dito; Obergrenze
RAMPE_MIN_FILM_S	RAMP_MIN_FILM_S	export-konstante	server/src/pipeline/zeit.ts	2	RAMP (§6.3a); Untergrenze Zeitraffer-Fenster
RESERVIERTE_HANDLES	RESERVED_HANDLES	export-konstante	server/src/handle.ts	2	wie reserved_handles (§6.8)
SESSION_HINWEIS_COOKIE	SESSION_NOTICE_COOKIE	export-konstante	server/src/app.ts	2	Hinweis-Cookie; notice wie session-notice.ts (Grundstock); Wert maptale_dabei ist eigene Grundstock-Zeile (Welle 6)
THUMB_KANTE	THUMB_EDGE	export-konstante	server/src/pipeline/bild.ts	2	Kante der Kachel-Fassung 480
TITELBILD_DATEIEN	BANNER_FILES	export-konstante	server/src/titelbilder.ts	2	Profil-Titelbild→banner (§6.1); Dateinamen serpentinen.jpg usw. bleiben (§3.4)
TOURJSON_PFAD	TOUR_JSON_PATH	export-konstante	server/src/routes/tours.ts	2	tour.json
TRACK_PFAD	TRACK_PATH	export-konstante	server/src/routes/tours.ts	2	original/track.gpx
VISION_MODELL_DEFAULT	VISION_MODEL_DEFAULT	export-konstante	server/src/pipeline/vision.ts	2	Standard-Modell der Bildanalyse
VORLAGEN	TEMPLATES	export-konstante	server/src/mailvorlagen.ts	2	Katalog der sechs System-Mails; Standardtexte bleiben deutsch
WEB_PFADE	WEB_PATHS	export-konstante	server/src/webpfade.ts	2	Datei web-paths.ts (§6.6); Drift-Wächter test/routen.test.ts liest mit
WETTER_MODI	WEATHER_MODES	export-konstante	server/src/pipeline/weather.ts	2	wie Grundstock (Studio-Zwilling); Werte off/clouds/… schon englisch
WETTER_STANDARD_K	WEATHER_DEFAULT_K	export-konstante	server/src/pipeline/weather.ts	2	standard→default; Standard-Stärke
AchsenHalt	AxisStop	export-typ	server/src/pipeline/filmachse.ts	2	Halt→stop (Glossar-Kopf)
AdminStatistiken	AdminStats	export-typ	server/src/routes/admin.ts	2	wie /api/admin/stats (§6.7)
AnbieterZugang	ProviderCredentials	export-typ	server/src/config.ts	2	VORSCHLAG: Zugang→credentials (OAuth-Zugangsdaten); anbieter→provider (§6.8)
AnlageErgebnis	CreationResult	export-typ	server/src/tracker/touranleger.ts	2	VORSCHLAG: dito
AnlageQuelle	CreationSource	export-typ	server/src/tracker/touranleger.ts	2	VORSCHLAG: Anlage→creation (tour-creator §6.6); Herkunftsangaben
AnreicherungsCache	EnrichmentCache	export-typ	server/src/pipeline/anreicherung.ts	2	Datei anreicherung.json→enrichment.json in Welle 1
AppAbhaengigkeiten	AppDependencies	export-typ	server/src/app.ts	2	Abhängigkeiten-Objekt zum Bau der Fastify-App
ArchivEintrag	ArchiveEntry	export-typ	server/src/export.ts	2	ein Eintrag im ZIP
Benennung	Naming	export-typ	server/src/pipeline/naming.ts	2	naming (§6.4); Titel und Stationen
Benutzer	User	export-typ	server/src/auth/auth.ts	2	§6.2
BenutzerZeile	UserRow	export-typ	server/src/auth/auth.ts	2	Zeile→row (DB-Zeile)
BildBefund	ImageFinding	export-typ	server/src/pipeline/vision.ts	2	Befund (Bildanalyse)→finding (§6.1); Wetterdeutung
BildKlassifikator	ImageClassifier	export-typ	server/src/pipeline/vision.ts	2	Interface der Bildanalyse
